county_name,total,under1,under10k,under25k,under50k,under75k,under100k,under200k,over200k,fipscode
Corson County,1350,50,360,330,320,130,80,80,0,46031
Custer County,4150,130,680,830,920,630,460,430,70,46033
Davison County,9940,120,1850,2170,2490,1380,870,800,260,46035
Day County,2780,90,490,620,680,370,230,230,70,46037
Deuel County,2140,80,290,390,540,370,230,190,50,46039
Dewey County,2560,80,530,650,730,270,150,120,30,46041
Douglas County,1400,50,190,290,340,230,130,130,40,55031
Edmunds County,1810,50,290,300,390,290,210,190,90,46045
Fall River County,3430,110,620,820,750,490,320,270,50,46047
Faulk County,990,20,140,190,240,150,90,120,40,46049
Grant County,3830,90,640,760,940,620,360,320,100,55043
Gregory County,2050,100,390,500,470,290,140,130,30,46053
Haakon County,980,50,180,180,230,140,80,90,30,46055
Hamlin County,2570,80,380,440,690,400,260,250,70,46057
Hand County,1700,50,260,340,410,270,150,150,70,46059
Hanson County,2120,60,240,440,470,390,230,230,60,46061
Harding County,610,30,100,110,120,100,70,80,0,46063
Hughes County,9110,110,1520,1690,2170,1330,980,1100,210,46065
Hutchinson County,3380,120,540,620,780,560,350,320,90,48233
Hyde County,680,30,90,130,170,100,70,90,0,46069
Jackson County,1120,60,260,280,280,120,60,60,0,55053
Jerauld County,870,30,120,180,230,130,90,70,20,46073
Jones County,530,30,90,100,120,80,50,60,0,48253
Kingsbury County,2720,60,400,510,700,450,260,270,70,46077
Lake County,6520,120,980,1370,1440,1020,670,720,200,47095
Lawrence County,12580,200,2260,2920,2750,1660,1170,1260,360,47099
Lincoln County,24610,250,3310,3450,5470,3920,2960,3640,1610,56023
Lyman County,1730,70,410,400,400,210,110,100,30,46085
Marshall County,2100,80,310,400,550,320,160,220,60,54051
McCook County,2680,70,400,500,660,430,300,240,80,46087
McPherson County,1040,40,160,220,260,150,100,90,20,46089
Meade County,12930,270,1950,2960,3210,1950,1270,1110,210,46093
Mellette County,710,30,170,160,190,80,30,50,0,46095
Miner County,1120,30,190,210,280,170,100,110,30,46097
Minnehaha County,95490,870,14960,19810,26040,13410,8910,9040,2450,46099
Moody County,2990,50,410,590,790,480,320,270,80,46101
Pennington County,55350,710,10020,12610,13090,7560,4860,4950,1550,46103
Perkins County,1400,90,230,290,320,220,120,110,20,46105
Potter County,1280,50,190,260,270,170,140,150,50,48375
Roberts County,4470,100,850,1040,1160,550,330,350,90,48393
Sanborn County,1140,60,160,240,320,170,90,80,20,46111
Shannon County,3930,50,990,1040,1220,410,130,90,0,46113
Spink County,3070,60,450,630,780,440,280,300,130,46115
Stanley County,1620,40,270,300,380,240,160,160,70,46117
Sully County,770,30,110,130,200,100,80,70,50,46119
Todd County,2920,30,790,840,810,240,120,90,0,46121
Tripp County,2690,120,500,640,600,370,210,180,70,46123
Turner County,4000,100,630,730,980,690,430,350,90,46125
Union County,7600,110,1120,1290,1600,1060,780,1070,570,47173
Walworth County,2760,60,520,620,640,400,240,210,70,55127
Yankton County,10880,160,1940,2250,2810,1510,1020,910,280,46135
Ziebach County,480,20,110,100,130,60,30,30,0,46137
Anderson County,33540,340,5490,8190,8150,4490,2820,3360,700,48001
Bedford County,20100,370,3150,5680,5620,2590,1330,1140,220,51019
Benton County,6690,120,1140,1980,1690,860,450,390,60,53005
Bledsoe County,4350,110,780,1250,1120,560,280,220,30,47007
Blount County,57060,740,9070,13690,13690,8210,5250,5240,1170,47009
Bradley County,44960,580,7640,11920,11670,5730,3440,3230,750,47011
Campbell County,14610,160,2710,4450,3640,1880,920,700,150,56005
Cannon County,5880,90,950,1510,1640,880,440,330,40,47015
Carroll County,11460,170,2090,3170,2780,1620,860,670,100,51035
Carter County,22620,270,4300,6500,6150,2870,1430,950,150,47019
Cheatham County,18410,250,2700,3940,4870,2870,1770,1770,240,47021
Chester County,6570,110,1070,1770,1730,970,510,370,40,47023
Claiborne County,12020,210,2100,3540,3200,1550,750,560,110,47025
Clay County,2970,70,610,960,760,330,140,100,0,54015
Cocke County,14400,160,2970,4670,3530,1680,750,550,90,47029
Coffee County,23560,320,4050,6130,5790,3120,1950,1860,340,47031
Crockett County,6130,110,960,1730,1710,790,430,340,60,48105
Cumberland County,25690,400,4240,6980,6500,3520,1960,1740,350,51049
Davidson County,328930,4560,49650,84020,90770,40770,21850,26070,11240,47037
DeKalb County,7790,170,1290,2310,2130,910,520,380,80,47041
Decatur County,4580,100,790,1250,1250,570,350,240,30,47039
Dickson County,22260,310,3650,5400,5840,3200,1900,1690,270,47043
Dyer County,16020,220,2910,4280,4210,1960,1090,1100,250,47045
Fayette County,18470,250,2580,4250,4220,2570,1640,2240,720,54019
Fentress County,6590,150,1280,2110,1640,770,350,230,60,47049
Franklin County,17760,270,2920,4450,4410,2480,1540,1410,280,53021
Gibson County,21040,300,3750,5720,5410,2710,1590,1320,240,47053
Giles County,12320,200,2040,3210,3200,1800,960,780,130,51071
Grainger County,8870,140,1650,2470,2290,1200,620,430,70,47057
Greene County,28520,440,4930,8170,7590,3690,1870,1500,330,51079
Grundy County,5460,90,1100,1680,1410,670,300,180,30,47061
Hamblen County,26950,290,4780,7760,6860,3450,1870,1550,390,47063
Hamilton County,160560,2100,25670,39440,38590,20090,13030,16220,5420,48193
Hancock County,2210,40,480,680,580,240,120,70,0,54029
Hardeman County,9980,120,1640,3050,3020,1170,530,390,60,48197
Hardin County,10480,160,1900,3040,2590,1190,740,710,150,48199
Hawkins County,22890,250,4110,6140,5880,3240,1830,1240,200,47073
Haywood County,8090,110,1330,2590,2300,870,460,360,70,47075
Henderson County,11540,180,2000,2980,3120,1610,870,670,110,48213
Henry County,13890,280,2490,4040,3530,1620,920,800,210,51089
Hickman County,9200,170,1570,2610,2470,1220,610,490,60,47081
Houston County,3340,50,550,890,880,450,260,260,0,48225
Humphreys County,7840,160,1290,2000,1880,1120,690,610,90,47085
Jackson County,4310,70,820,1380,1060,540,240,180,20,55053
Jefferson County,21690,330,3920,5830,5410,2880,1720,1340,260,55055
Johnson County,6230,140,1090,1780,1780,770,350,260,60,56019
Knox County,201400,2620,32870,47220,46050,25840,17120,22350,7330,48275
Lake County,2130,20,420,710,550,230,100,80,20,47095
Lauderdale County,9670,120,1570,3000,2880,1070,540,410,80,47097
Lawrence County,16280,240,2730,4610,4290,2280,1180,810,140,47099
Lewis County,4720,90,850,1460,1220,580,290,200,30,54041
Lincoln County,14630,260,2140,3850,3800,2100,1140,1150,190,56023
Loudon County,23610,330,3340,5330,5250,3410,2320,2890,740,47105
Macon County,9310,170,1720,2820,2470,1200,540,330,60,47111
Madison County,43630,570,7810,11860,10820,5140,3060,3290,1080,51113
Marion County,11820,150,1930,3030,3120,1710,910,820,150,54049
Marshall County,13810,210,2240,3480,3860,1990,1130,790,110,54051
Maury County,39960,510,6000,9750,10340,5720,3650,3410,580,47119
McMinn County,21770,280,3890,5710,5460,2970,1690,1540,230,47107
McNairy County,10080,160,1760,2860,2620,1380,670,550,80,47109
Meigs County,4890,80,840,1250,1250,670,390,360,50,47121
Monroe County,18380,270,3220,4910,4960,2350,1330,1120,220,55081
Montgomery County,78610,850,11720,20900,21570,10960,6070,5590,950,51121
Moore County,2750,50,400,600,630,440,310,270,50,48341
Morgan County,7470,70,1270,2090,1940,1040,610,410,40,54065
Obion County,13730,180,2310,4110,3560,1750,910,710,200,47131
Overton County,8700,130,1630,2550,2280,1160,510,360,80,47133
Perry County,3000,60,550,890,720,410,190,150,30,47135
Pickett County,2040,40,360,610,520,260,140,90,20,47137
Polk County,6890,100,1220,1880,1790,950,490,410,50,55095
Putnam County,30760,530,5430,8760,7300,3800,2210,2130,600,54079
Rhea County,13260,170,2330,3530,3440,1790,950,910,140,47143
Roane County,22350,280,3610,5450,5030,2980,2120,2430,450,54087
Robertson County,32110,480,4750,7360,8490,4860,3060,2700,410,48395
Rutherford County,130430,1230,19650,29420,33940,18970,12130,12930,2160,47149
Scott County,7630,90,1350,2380,2080,1010,400,270,50,51169
Sequatchie County,5920,100,1020,1600,1470,790,430,420,90,47153
Sevier County,45090,810,8460,14070,10880,5120,2720,2440,590,49041
Shelby County,442430,4720,69400,136540,104910,47830,26810,36850,15370,48419
Smith County,8070,130,1280,1950,2230,1240,680,480,80,48423
Stewart County,5420,90,820,1380,1400,850,450,390,40,47161
Sullivan County,69450,880,12430,18130,16360,9050,5430,5600,1570,47163
Sumner County,78880,1050,12150,16620,18520,11290,7720,9200,2330,47165
TENNESSEE,2907840,38980,471290,756400,719940,372670,222000,249330,77230,47000
Tipton County,26300,260,3890,6530,6490,3790,2620,2440,280,47167
Trousdale County,3560,80,630,950,920,500,260,190,30,47169
Unicoi County,7280,80,1200,1980,1820,1030,650,460,60,47171
Union County,7090,110,1240,2020,1880,980,480,330,50,47173
Van Buren County,2240,50,380,670,610,300,130,100,0,47175
Warren County,16630,350,3020,4820,4450,2070,1010,740,170,51187
Washington County,54730,750,9560,13570,12940,7260,4320,4830,1500,55131
Wayne County,5690,110,1010,1710,1430,760,370,250,50,54099
Weakley County,12830,180,2440,3500,3130,1720,910,800,150,47183
White County,10480,200,1860,3200,2730,1330,620,460,80,47185
Williamson County,93190,1770,13700,11910,14110,11070,9390,19710,11530,48491
Wilson County,58330,720,8720,11340,12950,8450,6600,7990,1560,48493
Anderson County,19120,350,2750,5010,5100,2690,1500,1420,300,48001
Andrews County,7360,60,920,1250,1410,1230,990,1170,330,48003
Angelina County,36680,490,6080,10530,9080,4570,2600,2580,750,48005
Aransas County,11590,250,2000,2990,2440,1430,970,1150,360,48007
Archer County,4040,90,570,790,910,580,440,540,120,48009
Armstrong County,840,40,130,150,180,130,90,100,20,48011
Atascosa County,19940,230,2920,5020,5050,2740,1740,1750,490,48013
Austin County,13770,290,2140,2960,3130,1810,1190,1640,610,48015
Bailey County,2830,70,460,740,930,300,160,140,30,48017
Bandera County,9300,260,1370,2080,2090,1350,880,990,280,48019
Bastrop County,33260,570,4790,7770,8910,4600,2970,3080,570,48021
Baylor County,1510,50,280,370,350,210,120,100,30,48023
Bee County,11110,120,1730,2980,2980,1450,840,790,220,48025
Bell County,141230,1540,20970,38570,38590,18170,10580,10580,2230,48027
Bexar County,822920,8460,128330,216950,212990,101770,59300,72880,22240,48029
Blanco County,5040,160,780,1070,1060,700,490,570,210,48031
Borden County,250,0,40,30,50,40,30,60,0,48033
Bosque County,7490,220,1170,1840,1870,1030,610,610,140,48035
Bowie County,40230,500,6720,10690,10110,5220,3130,3050,810,48037
Brazoria County,143080,1480,18170,27050,29820,19770,15300,25320,6170,48039
Brazos County,75490,970,13230,19190,16980,8410,5740,8090,2880,48041
Brewster County,4350,110,740,1070,1000,560,350,420,100,48043
Briscoe County,650,40,110,150,150,80,50,70,0,48045
Brooks County,3040,30,550,1060,730,340,160,150,20,48047
Brown County,15610,330,2700,4020,3850,2230,1240,1020,220,55009
Burleson County,8020,170,1280,1930,1880,1130,740,730,160,48051
Burnet County,20670,500,3280,4660,4710,2750,1720,2220,830,48053
Caldwell County,16530,250,2470,4410,4810,2160,1170,1050,210,48055
Calhoun County,9700,120,1630,2330,2310,1280,830,1020,180,54013
Callahan County,5750,150,940,1280,1470,880,520,440,70,48059
Cameron County,159230,1460,29960,60230,36760,14250,7530,7300,1740,48061
Camp County,5270,90,900,1480,1370,650,360,340,80,48063
Carson County,2590,50,340,450,540,400,350,400,60,48065
Cass County,12680,200,2070,3280,3110,1810,1140,920,150,48067
Castro County,2980,100,420,730,1030,320,150,160,70,48069
Chambers County,17920,170,2410,3020,3250,2350,1980,4010,730,48071
Cherokee County,20010,340,3080,6000,5090,2410,1360,1400,330,48073
Childress County,2520,70,430,670,620,320,200,170,40,48075
Clay County,4600,120,640,920,1130,720,510,480,80,54015
Cochran County,1200,30,200,280,350,170,80,90,0,48079
Coke County,1450,50,220,340,330,220,120,130,40,48081
Coleman County,3590,150,650,970,870,440,240,210,60,48083
Collin County,395180,5630,50200,61770,74950,50430,40500,79490,32210,48085
Collingsworth County,1260,50,200,330,290,170,100,100,20,48087
Colorado County,9620,200,1480,2330,2360,1280,770,910,290,48089
Comal County,59260,1000,8680,11090,11930,7790,5830,9530,3410,48091
Comanche County,5610,220,910,1470,1470,730,390,340,80,48093
Concho County,1030,40,170,260,230,150,100,80,0,48095
Cooke County,17640,300,2620,3960,4390,2450,1620,1780,520,48097
Coryell County,26480,370,3630,7040,8030,3790,1890,1550,180,48099
Cottle County,650,40,150,150,170,70,40,30,0,48101
Crane County,2070,0,280,360,440,380,290,280,40,48103
Crockett County,1710,30,220,370,380,290,190,190,40,48105
Crosby County,2390,50,400,640,700,280,140,140,40,48107
Culberson County,1090,20,240,330,250,110,80,60,0,48109
Dallam County,3290,90,440,720,1140,460,220,160,60,48111
Dallas County,1143270,13930,166900,310260,307910,133640,71530,92810,46290,48113
Dawson County,5060,90,790,1190,1260,690,450,420,170,48115
DeWitt County,8550,130,1270,2010,1850,1080,680,900,630,48123
Deaf Smith County,8000,130,1260,2160,2700,910,390,350,100,48117
Delta County,2080,60,340,540,490,280,190,160,20,48119
Denton County,336710,4090,44950,60890,72000,43680,32900,57390,20810,48121
Dickens County,820,40,160,180,180,110,80,70,0,48125
Dimmit County,4410,40,740,1330,1140,540,280,260,80,48127
Donley County,1510,70,330,400,300,180,130,80,20,48129
Duval County,4800,60,720,1400,1190,660,370,340,60,48131
Eastland County,7330,240,1310,1850,1770,1040,540,460,120,48133
Ector County,68010,460,8670,14840,17150,11000,6890,7270,1730,48135
Edwards County,790,30,140,200,180,110,60,50,20,48137
El Paso County,351950,3090,63130,118620,87750,35990,19710,19220,4440,48141
Ellis County,70670,870,10090,15140,16850,9990,6980,9100,1650,48139
Erath County,15080,530,2530,3530,3800,1950,1210,1210,320,48143
Falls County,6390,160,1010,1840,1780,760,420,350,70,48145
Fannin County,13170,300,2020,3290,3330,1940,1090,1020,180,48147
Fayette County,11520,260,1780,2340,2570,1630,1190,1310,440,54019
Fisher County,1600,60,240,330,370,250,150,170,30,48151
Floyd County,2510,60,410,670,690,280,160,190,50,51063
Foard County,560,30,90,140,140,80,40,40,0,48155
Fort Bend County,296840,3690,40300,51850,57180,35450,26400,53930,28040,48157
Franklin County,4220,110,700,1100,970,550,370,330,90,53021
Freestone County,7920,160,1100,1810,1910,1130,750,910,150,48161
Frio County,6450,80,1110,1880,1690,780,430,350,130,48163
Gaines County,7160,140,1020,1510,1770,1130,680,750,160,48165
Galveston County,144810,1920,21650,30950,29850,18010,12720,22590,7120,48167
Garza County,1920,40,300,450,490,260,190,140,50,48169
Gillespie County,12950,480,2000,2770,2960,1660,1060,1380,640,48171
Glasscock County,600,0,80,110,120,50,60,90,90,48173
Goliad County,3190,70,440,700,650,430,360,440,100,48175
Gonzales County,8770,150,1280,2450,2410,990,550,610,330,48177
Gray County,9370,150,1450,1930,2180,1470,970,980,240,48179
Grayson County,54770,910,8580,13690,13790,7300,4450,4900,1150,51077
Gregg County,56290,720,8960,14120,13680,7470,4540,5140,1660,48183
Grimes County,11170,310,1710,2780,2940,1440,820,900,270,48185
Guadalupe County,66890,780,9900,13760,15360,9780,7310,8660,1340,48187
Hale County,13560,200,2300,3810,3990,1460,820,770,210,48189
Hall County,1280,40,270,360,290,150,70,100,0,48191
Hamilton County,3620,150,620,910,840,490,280,250,80,48193
Hansford County,2360,50,360,420,580,340,240,270,100,48195
Hardeman County,1650,60,260,420,450,220,110,110,20,48197
Hardin County,23770,290,3360,4860,4990,3540,2620,3500,610,48199
Harris County,1955830,22330,286840,484160,477180,240560,138820,203420,102520,48201
Harrison County,28830,390,4560,7250,6700,3920,2540,2790,680,54033
Hartley County,1870,60,260,300,490,260,180,230,90,48205
Haskell County,2240,80,430,570,490,320,160,160,30,48207
Hays County,78890,1110,12420,16670,17800,10260,7490,10200,2940,48209
Hemphill County,1900,40,220,300,420,310,190,270,150,48211
Henderson County,32330,650,5510,8850,7770,3960,2500,2460,630,48213
Hidalgo County,298030,2500,53850,116180,67570,27020,14280,13210,3420,48215
Hill County,14530,330,2370,3810,3690,1880,1120,1120,210,48217
Hockley County,9600,150,1490,2160,2230,1360,920,1050,240,48219
Hood County,24600,540,3340,5120,5180,3480,2480,3460,1000,48221
Hopkins County,15140,380,2460,4020,3800,1990,1150,1090,250,48223
Houston County,8290,250,1470,2290,2020,1010,580,540,130,48225
Howard County,13680,120,1950,3130,3420,2040,1250,1370,400,48227
Hudspeth County,1330,30,260,430,360,130,70,50,0,48229
Hunt County,36640,600,6110,9220,8710,5000,3080,3350,570,48231
Hutchinson County,9390,110,1450,1810,2020,1440,1060,1290,210,48233
Irion County,800,0,100,140,170,120,100,120,50,48235
Jack County,3320,100,450,720,760,530,290,360,110,48237
Jackson County,6570,110,970,1380,1560,980,670,760,140,55053
Jasper County,14160,190,2130,3650,3350,1890,1270,1430,250,48241
Jeff Davis County,1010,20,160,210,270,140,90,90,30,48243
Jefferson County,107390,1120,17610,28090,25140,13490,8340,10940,2660,55055
Jim Hogg County,2130,50,370,640,490,260,160,130,30,48247
Jim Wells County,17800,220,2710,4980,4030,2210,1450,1790,410,48249
Johnson County,68870,970,10220,15030,16560,10200,6700,7810,1380,56019
Jones County,6320,190,1020,1580,1550,890,530,460,100,48253
Karnes County,5920,80,860,1310,1430,720,450,570,500,48255
Kaufman County,48990,650,6830,10410,12050,7400,4950,5830,870,48257
Kendall County,19000,470,2700,3250,3410,2250,1700,3340,1880,48259
Kenedy County,170,0,30,60,40,40,0,0,0,48261
Kent County,340,0,70,70,80,50,30,40,0,48263
Kerr County,24110,570,3900,5950,5730,3010,1870,2210,870,48265
Kimble County,2070,80,440,550,440,240,140,140,40,48267
King County,130,0,40,0,60,0,30,0,0,53033
Kinney County,1270,30,190,310,330,150,120,140,0,48271
Kleberg County,13090,150,2380,3510,3000,1630,1090,1130,200,48273
Knox County,1550,50,270,400,370,220,120,90,30,48275
La Salle County,2550,40,390,790,620,280,170,150,110,48283
Lamar County,20860,400,3660,5680,5110,2640,1560,1420,390,48277
Lamb County,5510,110,960,1410,1680,620,350,320,60,48279
Lampasas County,8980,210,1340,2060,2220,1320,830,850,150,48281
Lavaca County,9370,200,1490,1920,2080,1250,850,1150,430,48285
Lee County,7710,190,1140,1620,1890,1170,730,790,180,51105
Leon County,7550,240,1090,1740,1760,1030,700,810,180,48289
Liberty County,30480,400,4560,7070,7320,4410,2820,3410,490,48291
Limestone County,9420,200,1440,2680,2550,1110,660,650,130,48293
Lipscomb County,1550,50,220,240,350,240,190,190,70,48295
Live Oak County,4880,120,680,1010,1130,660,440,610,230,48297
Llano County,8350,270,1360,2000,1890,1060,660,790,320,48299
Loving County,30,0,0,30,0,0,0,0,0,48301
Lubbock County,124350,1630,21670,32590,29450,14720,9300,11270,3720,48303
Lynn County,2490,40,350,650,670,290,210,210,70,48305
Madison County,5120,110,810,1450,1310,550,360,400,130,51113
Marion County,4090,80,730,1140,990,520,310,260,60,54049
Martin County,2260,20,290,350,530,350,240,330,150,48317
Mason County,1890,130,330,430,430,240,130,140,60,54053
Matagorda County,15920,190,2560,4020,3630,1980,1290,1890,360,48321
Maverick County,24650,130,4360,8990,6130,2660,1320,910,150,48323
McCulloch County,3610,110,640,940,800,560,280,230,50,48307
McLennan County,102730,1250,17230,28070,25790,12000,7700,8410,2280,48309
McMullen County,450,0,60,70,110,60,30,50,70,48311
Medina County,19320,270,2910,4560,4600,2660,1780,2090,450,48325
Menard County,910,60,180,230,200,90,60,70,20,48327
Midland County,72610,730,8930,13250,15730,10450,7130,10950,5440,48329
Milam County,10340,270,1720,2670,2500,1370,810,860,140,48331
Mills County,2070,120,350,490,500,260,160,150,40,48333
Mitchell County,3070,70,460,680,700,490,320,290,60,48335
Montague County,8520,210,1360,1760,1930,1300,870,840,250,48337
Montgomery County,225990,3270,31550,42620,44750,28420,20360,35950,19070,51121
Moore County,9520,100,1340,2130,3170,1220,680,730,150,48341
Morris County,5400,90,870,1630,1350,720,390,310,40,48343
Motley County,470,30,80,120,110,60,30,40,0,48345
Nacogdoches County,25200,390,4540,6930,6040,2930,1900,1930,540,48347
Navarro County,20100,320,3330,5590,5370,2420,1350,1380,340,48349
Newton County,4920,60,790,1280,1130,730,450,430,50,48351
Nolan County,6560,100,1090,1730,1580,950,500,470,140,48353
Nueces County,155560,1620,25330,41640,37250,19960,11590,14190,3980,48355
Ochiltree County,4620,60,630,790,980,840,550,550,220,48357
Oldham County,880,20,120,170,210,170,80,110,0,48359
Orange County,36380,370,5440,8360,7890,5030,3660,4960,670,51137
Palo Pinto County,11780,260,1950,3090,2900,1480,970,880,250,48363
Panola County,10010,150,1360,2140,2310,1540,1020,1250,240,48365
Parker County,55590,1100,8110,10440,10970,7520,5760,8930,2760,48367
Parmer County,4220,100,560,940,1530,540,260,240,50,48369
Pecos County,6100,90,860,1460,1530,950,570,530,110,48371
Polk County,21970,390,3350,5320,5350,3130,2000,1960,470,55095
Potter County,51570,550,8850,15690,14020,5550,2870,3010,1030,48375
Presidio County,3580,50,660,1080,970,450,220,130,20,48377
Rains County,4280,120,680,1080,1020,570,370,370,70,48379
Randall County,58930,710,8590,11910,12980,8700,6350,7760,1930,48381
Reagan County,1680,0,230,280,370,300,200,220,80,48383
Real County,1550,70,290,410,330,200,110,110,30,48385
Red River County,5310,120,930,1560,1430,640,310,270,50,48387
Reeves County,4870,50,760,1210,1280,740,440,320,70,48389
Refugio County,3500,60,550,820,830,470,310,380,80,48391
Roberts County,390,0,60,50,80,60,50,60,30,48393
Robertson County,7370,190,1300,1960,1650,900,610,620,140,48395
Rockwall County,38610,660,5050,5890,6920,5250,4440,7730,2670,48397
Runnels County,4630,120,780,1210,1140,650,340,320,70,48399
Rusk County,20880,290,2970,5000,5280,3050,1900,1980,410,55107
Sabine County,4200,100,640,1100,900,580,400,400,80,48403
San Augustine County,3380,60,570,1020,860,400,230,200,40,48405
San Jacinto County,10010,160,1540,2590,2440,1370,850,870,190,48407
San Patricio County,31020,320,4790,7690,7090,4390,2900,3170,670,48409
San Saba County,2380,110,410,630,590,300,150,140,50,48411
Schleicher County,1240,30,160,250,290,200,130,150,30,48413
Scurry County,7080,100,1030,1420,1500,1180,770,860,220,48415
Shackelford County,1490,50,260,290,350,200,120,150,70,48417
Shelby County,10350,220,1550,2960,2810,1270,700,670,170,48419
Sherman County,1080,30,140,220,310,160,100,80,40,48421
Smith County,96220,1380,15060,24710,22820,12010,7580,9350,3310,48423
Somervell County,3720,80,620,750,780,500,370,510,110,48425
Starr County,23720,100,4150,9760,5640,2230,1050,700,90,48427
Stephens County,3680,100,610,900,970,500,250,260,90,48429
Sterling County,590,0,80,120,120,90,50,90,40,48431
Stonewall County,640,20,90,140,170,100,60,60,0,48433
Sutton County,1830,50,250,360,360,290,230,220,70,48435
Swisher County,2890,70,500,760,800,350,170,190,50,48437
TEXAS,11886920,154810,1820600,2952330,2833260,1469600,920860,1264040,471420,48000
Tarrant County,880900,9510,126760,206840,215660,114490,72580,101140,33920,48439
Taylor County,60310,790,9790,16110,14930,7710,4740,4840,1400,55119
Terrell County,410,0,70,90,100,50,50,50,0,48443
Terry County,4860,90,870,1280,1270,610,330,340,70,48445
Throckmorton County,700,30,130,140,150,120,50,60,20,48447
Titus County,13560,170,1990,4260,3830,1510,770,820,210,48449
Tom Green County,51970,610,7860,13710,12710,7010,4190,4480,1400,48451
Travis County,707510,13350,136840,175890,155550,74570,46390,70480,34440,48453
Trinity County,5670,140,940,1600,1460,690,420,360,60,48455
Tyler County,7440,150,1190,1790,1810,1060,660,670,110,54095
Upshur County,16050,260,2540,3850,3840,2420,1470,1470,200,54097
Upton County,1530,30,210,270,320,230,210,210,50,48461
Uvalde County,11890,200,2080,3870,2820,1230,720,760,210,48463
Val Verde County,20590,160,3330,6320,5070,2580,1570,1370,190,48465
Van Zandt County,21600,480,3500,5350,5030,3050,1960,1900,330,48467
Victoria County,42080,410,6450,10430,9610,5370,3590,4920,1300,48469
Walker County,23130,380,3940,6110,6140,2670,1690,1790,410,48471
Waller County,18190,360,2760,4420,4530,2180,1360,1930,650,48473
Ward County,5070,50,700,1080,1080,800,560,650,150,48475
Washington County,15920,320,2570,3710,3780,2040,1370,1550,580,55131
Webb County,107510,920,18310,40880,24910,9910,5710,5480,1390,48479
Wharton County,19130,320,3110,4930,4600,2320,1550,1830,470,48481
Wheeler County,2510,60,360,510,530,390,270,270,120,48483
Wichita County,54150,680,8440,13970,13710,7500,4460,4220,1170,48485
Wilbarger County,5680,100,860,1580,1510,750,410,360,110,48487
Willacy County,7310,80,1390,2710,1950,630,280,230,40,48489
Williamson County,218800,2590,26750,37420,49060,32020,24290,37500,9170,48491
Wilson County,19950,330,2640,3880,4260,2860,2170,3150,660,48493
Winkler County,3250,0,440,630,710,600,360,440,70,48495
Wise County,26470,510,3650,5250,6020,4240,2750,3320,730,51195
Wood County,17800,440,2810,4280,4280,2480,1620,1560,330,55141
Yoakum County,3540,50,470,600,720,640,440,510,110,48501
Young County,8010,210,1270,1880,1910,1060,660,730,290,48503
Zapata County,5150,70,810,1990,1080,560,290,280,70,48505
Zavala County,4690,40,900,1690,1140,540,200,140,40,48507
Beaver County,2600,40,430,540,730,430,230,180,20,49001
Box Elder County,20660,270,2990,3960,5300,3640,2350,1920,230,49003
Cache County,44220,520,7230,10070,10980,6750,4070,3740,860,49005
Carbon County,7990,80,1270,1710,1800,1320,860,840,110,56007
Daggett County,430,0,60,100,100,70,50,50,0,49009
Davis County,134100,1330,18900,23820,28750,22510,15790,18870,4130,49011
Duchesne County,7900,140,1020,1270,1630,1470,1110,1020,240,49013
Emery County,3980,70,610,840,880,710,490,360,20,49015
Garfield County,2100,40,390,560,500,270,170,170,0,53023
Grand County,4730,80,700,1310,1210,610,380,350,90,49019
Iron County,17080,380,3270,4130,4020,2420,1460,1210,190,55051
Juab County,3900,60,630,850,890,670,450,310,40,49023
Kane County,3000,80,570,680,770,420,250,200,30,49025
Millard County,4820,110,780,950,1160,770,510,490,50,49027
Morgan County,4250,50,570,560,710,710,630,790,230,54065
Piute County,500,20,70,130,140,80,40,20,0,49031
Rich County,890,30,170,150,190,140,120,90,0,49033
Salt Lake County,480600,5810,66900,107220,121290,69080,43280,51450,15570,49035
San Juan County,4150,60,750,950,1020,620,380,330,40,53055
Sanpete County,8850,200,1500,2060,2190,1400,760,640,100,49039
Sevier County,7910,110,1410,1740,1880,1300,750,610,110,49041
Summit County,20710,610,2830,3540,4160,2350,1680,3120,2420,49043
Tooele County,23900,170,3190,4330,5760,4550,2850,2760,290,49045
UTAH,1196400,15720,177000,254650,286340,181660,116980,129960,34090,49000
Uintah County,13810,160,1840,2330,2800,2480,1910,1940,350,49047
Utah County,200610,2720,33680,42280,44340,30070,19960,22150,5410,49049
Wasatch County,11070,220,1630,2160,2480,1610,1090,1420,460,49051
Washington County,58840,1370,8910,13920,14150,8630,5220,5210,1430,55131
Wayne County,1090,30,260,280,220,160,70,70,0,54099
Weber County,101850,970,14450,22230,26340,16440,10080,9660,1680,49057
Accomack County,15980,180,2480,4980,4180,1860,1050,1060,190,51001
Albemarle County,47250,770,6110,8150,9920,6190,4490,7800,3820,51003
Alexandria city,82260,780,7350,12050,16580,13130,9360,15340,7670,51510
Alleghany County,6900,50,1130,1610,1640,1030,740,630,70,51005
Amelia County,5960,90,820,1370,1580,880,590,570,60,51007
Amherst County,14020,150,2060,3550,3660,2020,1340,1130,110,51009
Appomattox County,6850,110,1150,1690,1690,970,640,550,50,51011
Arlington County,121400,1210,9820,14510,22520,20620,14040,24770,13910,51013
Augusta County,34190,410,4860,7190,8800,5510,3620,3320,480,51015
Bath County,2250,30,350,570,610,320,170,150,50,51017
Bedford County,35300,470,5150,7220,8030,5060,3660,4700,1010,51019
Bedford city,0,0,0,0,0,0,0,0,0,51515
